Date,Open,High,Low,Close,Adj Close,Volume
28-08-2014,101.589996,102.779999,101.559998,102.25,94.543472,68460000
29-08-2014,102.860001,102.900002,102.199997,102.5,94.77462,44595000
02-09-2014,103.059998,103.739998,102.720001,103.300003,95.51432,53564000
03-09-2014,103.099998,103.199997,98.580002,98.940002,91.482925,125421000
04-09-2014,98.849998,100.089996,97.790001,98.120003,90.724754,85718000
05-09-2014,98.800003,99.389999,98.309998,98.970001,91.510666,58457000
08-09-2014,99.300003,99.309998,98.050003,98.360001,90.946655,46356700
09-09-2014,99.080002,103.080002,96.139999,97.989998,90.604546,189846300
10-09-2014,98.010002,101.110001,97.760002,101,93.387672,100869600
11-09-2014,100.410004,101.440002,99.620003,101.43,93.785255,62353100
12-09-2014,101.209999,102.190002,101.080002,101.660004,93.99794,62626100
15-09-2014,102.809998,103.050003,101.440002,101.629997,93.970192,61316500
16-09-2014,99.800003,101.260002,98.889999,100.860001,93.258224,66908100
17-09-2014,101.269997,101.800003,100.589996,101.580002,93.923965,60926500
18-09-2014,101.93,102.349998,101.559998,101.790001,94.118134,37299400
19-09-2014,102.290001,102.349998,100.5,100.959999,93.350693,70902400
22-09-2014,101.800003,102.139999,100.580002,101.059998,93.443146,52788400
23-09-2014,100.599998,102.940002,100.540001,102.639999,94.904076,63402200
24-09-2014,102.160004,102.849998,101.199997,101.75,94.081146,60171800
25-09-2014,100.510002,100.709999,97.720001,97.870003,90.493599,100092000
26-09-2014,98.529999,100.75,98.400002,100.75,93.156509,62370500
29-09-2014,98.650002,100.440002,98.629997,100.110001,92.564751,49766300
30-09-2014,100.809998,101.540001,100.529999,100.75,93.156509,55264100
01-10-2014,100.589996,100.690002,98.699997,99.18,91.704857,51491300
02-10-2014,99.269997,100.220001,98.040001,99.900002,92.370575,47757800
03-10-2014,99.440002,100.209999,99.040001,99.620003,92.111702,43469600
06-10-2014,99.949997,100.650002,99.419998,99.620003,92.111702,37051200
07-10-2014,99.43,100.120003,98.730003,98.75,91.307266,42094200
08-10-2014,98.760002,101.110001,98.309998,100.800003,93.202759,57404700
09-10-2014,101.540001,102.379997,100.610001,101.019997,93.406174,77376500
10-10-2014,100.690002,102.029999,100.300003,100.730003,93.138023,66331600
13-10-2014,101.330002,101.779999,99.809998,99.809998,92.287369,53583400
14-10-2014,100.389999,100.519997,98.57,98.75,91.307266,63688600
15-10-2014,97.970001,99.150002,95.18,97.540001,90.188454,100933600
16-10-2014,95.550003,97.720001,95.410004,96.260002,89.004921,72154500
17-10-2014,97.5,99,96.809998,97.669998,90.308647,68179700
20-10-2014,98.32,99.959999,98.220001,99.760002,92.241142,77517300
21-10-2014,103.019997,103.019997,101.269997,102.470001,94.746887,94623900
22-10-2014,102.839996,104.110001,102.599998,102.989998,95.227699,68263100
23-10-2014,104.080002,105.050003,103.629997,104.830002,96.929016,71074700
24-10-2014,105.18,105.489998,104.529999,105.220001,97.289619,47053900
27-10-2014,104.849998,105.480003,104.699997,105.110001,97.187912,34187700
28-10-2014,105.400002,106.739998,105.349998,106.739998,98.695061,48060900
29-10-2014,106.650002,107.370003,106.360001,107.339996,99.249817,52687900
30-10-2014,106.959999,107.349998,105.900002,106.980003,98.916977,40654800
31-10-2014,108.010002,108.040001,107.209999,108,99.860077,44639300
03-11-2014,108.220001,110.300003,108.010002,109.400002,101.154572,52282600
04-11-2014,109.360001,109.489998,107.720001,108.599998,100.414879,41574400
05-11-2014,109.099998,109.300003,108.129997,108.860001,100.655266,37435900
06-11-2014,108.599998,108.790001,107.800003,108.699997,100.94313,34968500
07-11-2014,108.75,109.32,108.550003,109.010002,101.23101,33691500
10-11-2014,109.019997,109.330002,108.669998,108.830002,101.063866,27195500
11-11-2014,108.699997,109.75,108.400002,109.699997,101.87178,27442300
12-11-2014,109.379997,111.43,109.370003,111.25,103.311195,46942400
13-11-2014,111.800003,113.449997,111.599998,112.82,104.769142,59522900
14-11-2014,113.150002,114.190002,111.209999,114.18,106.032097,44063600
17-11-2014,114.269997,117.279999,113.300003,113.989998,105.855652,46746700
18-11-2014,113.940002,115.690002,113.889999,115.470001,107.230049,44224000
19-11-2014,115.440002,115.739998,113.800003,114.669998,106.487114,41869200
20-11-2014,114.910004,116.860001,114.849998,116.309998,108.010109,43395500
21-11-2014,117.510002,117.57,116.029999,116.470001,108.158691,57179300
24-11-2014,116.849998,118.769997,116.620003,118.629997,110.164543,47450800
25-11-2014,119.07,119.75,117.449997,117.599998,109.208054,68840400
26-11-2014,117.940002,119.099998,117.830002,119,110.508148,40768300
28-11-2014,119.269997,119.400002,118.050003,118.93,110.443123,24814400
01-12-2014,118.809998,119.25,111.269997,115.07,106.858582,83814000
02-12-2014,113.5,115.75,112.75,114.629997,106.449982,59348900
03-12-2014,115.75,116.349998,115.110001,115.93,107.657219,43063400
04-12-2014,115.769997,117.199997,115.290001,115.489998,107.248604,42044500
05-12-2014,115.989998,116.080002,114.639999,115,106.793579,38318900
08-12-2014,114.099998,114.650002,111.620003,112.400002,104.379112,57664900
09-12-2014,110.190002,114.300003,109.349998,114.120003,105.976402,60208000
10-12-2014,114.410004,114.849998,111.540001,111.949997,103.961235,44565300
11-12-2014,112.260002,113.800003,111.339996,111.620003,103.654778,41401700
12-12-2014,110.459999,111.870003,109.580002,109.730003,101.899651,56028100
15-12-2014,110.699997,111.599998,106.349998,108.230003,100.506699,67218100
16-12-2014,106.370003,110.160004,106.260002,106.75,99.132278,60790700
17-12-2014,107.120003,109.839996,106.82,109.410004,101.602486,53411800
18-12-2014,111.870003,112.650002,110.660004,112.650002,104.611275,59006200
19-12-2014,112.260002,113.239998,111.660004,111.779999,103.803352,88429800
22-12-2014,112.160004,113.489998,111.970001,112.940002,104.880577,45167500
23-12-2014,113.230003,113.330002,112.459999,112.540001,104.509132,26028400
24-12-2014,112.580002,112.709999,112.010002,112.010002,104.016945,14479600
26-12-2014,112.099998,114.519997,112.010002,113.989998,105.855652,33721000
29-12-2014,113.790001,114.769997,113.699997,113.910004,105.781364,27598900
30-12-2014,113.639999,113.919998,112.110001,112.519997,104.490555,29881500
31-12-2014,112.82,113.129997,110.209999,110.379997,102.503265,41403400
02-01-2015,111.389999,111.440002,107.349998,109.330002,101.528191,53204600
05-01-2015,108.290001,108.650002,105.410004,106.25,98.667984,64285500
06-01-2015,106.540001,107.43,104.629997,106.260002,98.677261,65797100
07-01-2015,107.199997,108.199997,106.699997,107.75,100.060936,40105900
08-01-2015,109.230003,112.150002,108.699997,111.889999,103.90551,59364500
09-01-2015,112.669998,113.25,110.209999,112.010002,104.016945,53699500
12-01-2015,112.599998,112.629997,108.800003,109.25,101.453903,49650800
13-01-2015,111.43,112.800003,108.910004,110.220001,102.354675,67091900
14-01-2015,109.040001,110.489998,108.5,109.800003,101.964645,48337000
15-01-2015,110,110.059998,106.660004,106.82,99.197289,60014000
16-01-2015,107.029999,107.580002,105.199997,105.989998,98.426529,78513300
20-01-2015,107.839996,108.970001,106.5,108.720001,100.961716,49899900
21-01-2015,108.949997,111.059998,108.269997,109.550003,101.732506,48575900
22-01-2015,110.260002,112.470001,109.720001,112.400002,104.379112,53796400
23-01-2015,112.300003,113.75,111.529999,112.980003,104.917725,46464800
26-01-2015,113.739998,114.360001,112.800003,113.099998,105.029175,55615000
27-01-2015,112.419998,112.480003,109.029999,109.139999,101.351738,95568700
28-01-2015,117.629997,118.120003,115.309998,115.309998,107.081474,146477100
29-01-2015,116.32,119.190002,115.559998,118.900002,110.415276,84436400
30-01-2015,118.400002,120,116.849998,117.160004,108.799446,83745500
02-02-2015,118.050003,119.169998,116.080002,118.629997,110.164543,62739100
03-02-2015,118.5,119.089996,117.610001,118.650002,110.183121,51915700
04-02-2015,118.5,120.510002,118.309998,119.559998,111.028168,70149700
05-02-2015,120.019997,120.230003,119.25,119.940002,111.820625,42246200
06-02-2015,120.019997,120.25,118.449997,118.93,110.879021,43706600
09-02-2015,118.550003,119.839996,118.43,119.720001,111.615524,38889800
10-02-2015,120.169998,122.150002,120.160004,122.019997,113.759834,62008500
11-02-2015,122.769997,124.919998,122.5,124.879997,116.426216,73561800
12-02-2015,126.059998,127.480003,125.57,126.459999,117.899254,74474500
13-02-2015,127.279999,127.279999,125.650002,127.080002,118.477295,54272200
17-02-2015,127.489998,128.880005,126.919998,127.830002,119.176529,63152400
18-02-2015,127.629997,128.779999,127.449997,128.720001,120.006287,44891700
19-02-2015,128.479996,129.029999,128.330002,128.449997,119.754547,37362400
20-02-2015,128.619995,129.5,128.050003,129.5,120.733452,48948400
23-02-2015,130.020004,133,129.660004,133,123.996544,70974100
24-02-2015,132.940002,133.600006,131.169998,132.169998,123.22274,69228100
25-02-2015,131.559998,131.600006,128.149994,128.789993,120.071518,74711700
26-02-2015,128.789993,130.869995,126.610001,130.419998,121.591179,91287500
27-02-2015,130,130.570007,128.240005,128.460007,119.763885,62014800
02-03-2015,129.25,130.279999,128.300003,129.089996,120.351219,48096700
03-03-2015,128.960007,129.520004,128.089996,129.360001,120.602966,37816300
04-03-2015,129.100006,129.559998,128.320007,128.539993,119.838455,31666300
05-03-2015,128.580002,128.75,125.760002,126.410004,117.852661,56517100
06-03-2015,128.399994,129.369995,126.260002,126.599998,118.029785,72842100
09-03-2015,127.959999,129.570007,125.059998,127.139999,118.533218,88528500
10-03-2015,126.410004,127.220001,123.800003,124.510002,116.081268,68856600
11-03-2015,124.75,124.769997,122.110001,122.239998,113.964943,68939000
12-03-2015,122.309998,124.900002,121.629997,124.449997,116.02533,48362700
13-03-2015,124.400002,125.400002,122.580002,123.589996,115.223557,51827300
16-03-2015,123.879997,124.949997,122.870003,124.949997,116.491478,35874300
17-03-2015,125.900002,127.32,125.650002,127.040001,118.43998,51023100
18-03-2015,127,129.160004,126.370003,128.470001,119.773201,65270900
19-03-2015,128.75,129.25,127.400002,127.5,118.868874,45809500
20-03-2015,128.25,128.399994,125.160004,125.900002,117.377174,68695100
23-03-2015,127.120003,127.849998,126.519997,127.209999,118.598503,37709700
24-03-2015,127.230003,128.039993,126.559998,126.690002,118.113708,32842300
25-03-2015,126.540001,126.82,123.379997,123.379997,115.027771,51655200
26-03-2015,122.760002,124.879997,122.599998,124.239998,115.829559,47572900
27-03-2015,124.57,124.699997,122.910004,123.25,114.906578,39546200
30-03-2015,124.050003,126.400002,124,126.370003,117.815361,47099700
31-03-2015,126.089996,126.489998,124.360001,124.43,116.006676,42090600
01-04-2015,124.82,125.120003,123.099998,124.25,115.83886,40621400
02-04-2015,125.029999,125.559998,124.190002,125.32,116.836441,32220100
06-04-2015,124.470001,127.510002,124.330002,127.349998,118.729012,37194000
07-04-2015,127.639999,128.119995,125.980003,126.010002,117.479729,35012300
08-04-2015,125.849998,126.400002,124.970001,125.599998,117.097473,37329200
09-04-2015,125.849998,126.580002,124.660004,126.559998,117.992477,32484000
10-04-2015,125.949997,127.209999,125.260002,127.099998,118.495934,40188000
13-04-2015,128.369995,128.570007,126.610001,126.849998,118.262863,36365100
14-04-2015,127,127.290001,125.910004,126.300003,117.750107,25524600
15-04-2015,126.410004,127.129997,126.010002,126.779999,118.197601,28970400
16-04-2015,126.279999,127.099998,126.110001,126.169998,117.628891,28369000
17-04-2015,125.550003,126.139999,124.459999,124.75,116.305008,51957000
20-04-2015,125.57,128.119995,125.169998,127.599998,118.962082,47054300
21-04-2015,128.100006,128.199997,126.669998,126.910004,118.318817,32435100
22-04-2015,126.989998,128.869995,126.32,128.619995,119.913033,37654500
23-04-2015,128.300003,130.419998,128.139999,129.669998,120.891975,45770900
24-04-2015,130.490005,130.630005,129.229996,130.279999,121.460663,44525900
27-04-2015,132.309998,133.130005,131.149994,132.649994,123.670227,96954200
28-04-2015,134.460007,134.539993,129.570007,130.559998,121.721718,118924000
29-04-2015,130.160004,131.589996,128.300003,128.639999,119.931686,63386100
30-04-2015,128.639999,128.639999,124.580002,125.150002,116.677956,83195400
01-05-2015,126.099998,130.130005,125.300003,128.949997,120.220688,58512600
04-05-2015,129.5,130.570007,128.259995,128.699997,119.987633,50988300
05-05-2015,128.149994,128.449997,125.779999,125.800003,117.283951,49271400
06-05-2015,126.559998,126.75,123.360001,125.010002,116.547424,72141000
07-05-2015,124.769997,126.080002,124.019997,125.260002,117.268303,43940900
08-05-2015,126.68,127.620003,126.110001,127.620003,119.477737,55550400
11-05-2015,127.389999,127.559998,125.629997,126.32,118.260674,42035800
12-05-2015,125.599998,126.879997,124.82,125.870003,117.839386,48160000
13-05-2015,126.150002,127.190002,125.870003,126.010002,117.970436,34694200
14-05-2015,127.410004,128.949997,127.160004,128.949997,120.72287,45203500
15-05-2015,129.070007,129.490005,128.210007,128.770004,120.554352,38208000
18-05-2015,128.380005,130.720001,128.360001,130.190002,121.883774,50882900
19-05-2015,130.690002,130.880005,129.639999,130.070007,121.771431,44633200
20-05-2015,130,130.979996,129.339996,130.059998,121.762047,36454900
21-05-2015,130.070007,131.630005,129.830002,131.389999,123.007195,39730400
22-05-2015,131.600006,132.970001,131.399994,132.539993,124.083832,45596000
26-05-2015,132.600006,132.910004,129.119995,129.619995,121.350128,70697600
27-05-2015,130.339996,132.259995,130.050003,132.039993,123.615738,45833200
28-05-2015,131.860001,131.949997,131.100006,131.779999,123.372292,30733300
29-05-2015,131.229996,131.449997,129.899994,130.279999,121.96801,50884500
01-06-2015,130.279999,131.389999,130.050003,130.539993,122.211426,32112800
02-06-2015,129.860001,130.660004,129.320007,129.960007,121.668449,33667600
03-06-2015,130.660004,130.940002,129.899994,130.119995,121.81823,30889400
04-06-2015,129.580002,130.580002,128.910004,129.360001,121.106728,38450100
05-06-2015,129.5,129.690002,128.360001,128.649994,120.442009,35626800
08-06-2015,128.899994,129.210007,126.830002,127.800003,119.64624,52674800
09-06-2015,126.699997,128.080002,125.620003,127.419998,119.290497,56075400
10-06-2015,127.919998,129.339996,127.849998,128.880005,120.657349,39087300
11-06-2015,129.179993,130.179993,128.479996,128.589996,120.385834,35390900
12-06-2015,128.190002,128.330002,127.110001,127.169998,119.056442,36886200
15-06-2015,126.099998,127.239998,125.709999,126.919998,118.822388,43988900
16-06-2015,127.029999,127.849998,126.370003,127.599998,119.459007,31494100
17-06-2015,127.720001,127.879997,126.739998,127.300003,119.178154,32918100
18-06-2015,127.230003,128.309998,127.220001,127.879997,119.72113,35407200
19-06-2015,127.709999,127.82,126.400002,126.599998,118.522812,54716900
22-06-2015,127.489998,128.059998,127.080002,127.610001,119.468369,34039300
23-06-2015,127.480003,127.610001,126.879997,127.029999,118.925377,30268900
24-06-2015,127.209999,129.800003,127.120003,128.110001,119.936462,55280900
25-06-2015,128.860001,129.199997,127.5,127.5,119.365395,31938100
26-06-2015,127.669998,127.989998,126.510002,126.75,118.663246,44066800
29-06-2015,125.459999,126.470001,124.480003,124.529999,116.584877,49161400
30-06-2015,125.57,126.120003,124.860001,125.43,117.427444,44370700
01-07-2015,126.900002,126.940002,125.989998,126.599998,118.522812,30238800
02-07-2015,126.43,126.690002,125.769997,126.440002,118.373024,27211000
06-07-2015,124.940002,126.230003,124.849998,126,117.96109,28060400
07-07-2015,125.889999,126.150002,123.769997,125.690002,117.67086,46946800
08-07-2015,124.480003,124.639999,122.540001,122.57,114.749931,60761600
09-07-2015,123.849998,124.059998,119.220001,120.07,112.409424,77821600
10-07-2015,121.940002,123.849998,121.209999,123.279999,115.414635,61354500
13-07-2015,125.029999,125.760002,124.32,125.660004,117.642792,41440500
14-07-2015,126.040001,126.370003,125.040001,125.610001,117.59597,31768100
15-07-2015,125.720001,127.150002,125.580002,126.82,118.728775,33649200
16-07-2015,127.739998,128.570007,127.349998,128.509995,120.310944,36222400
17-07-2015,129.080002,129.619995,128.309998,129.619995,121.350128,46164700
20-07-2015,130.970001,132.970001,130.699997,132.070007,123.643814,58900200
21-07-2015,132.850006,132.919998,130.320007,130.75,122.408051,76756400
22-07-2015,121.989998,125.5,121.989998,125.220001,117.230843,115450600
23-07-2015,126.199997,127.089996,125.059998,125.160004,117.174683,50999500
24-07-2015,125.32,125.739998,123.900002,124.5,116.55677,42162300
27-07-2015,123.089996,123.610001,122.120003,122.769997,114.937164,44455500
28-07-2015,123.379997,123.910004,122.550003,123.379997,115.50824,33618100
29-07-2015,123.150002,123.5,122.269997,122.989998,115.143105,37011700
30-07-2015,122.32,122.57,121.709999,122.370003,114.562675,33628300
31-07-2015,122.599998,122.639999,120.910004,121.300003,113.560951,42885000
03-08-2015,121.5,122.57,117.519997,118.440002,110.883423,69976000
04-08-2015,117.419998,117.699997,113.25,114.639999,107.325867,124138600
05-08-2015,112.949997,117.440002,112.099998,115.400002,108.037392,99312600
06-08-2015,115.970001,116.5,114.120003,115.129997,108.272476,52903000
07-08-2015,114.580002,116.25,114.5,115.519997,108.639252,38670400
10-08-2015,116.529999,119.989998,116.529999,119.720001,112.589096,54951600
11-08-2015,117.809998,118.18,113.330002,113.489998,106.730148,97082800
12-08-2015,112.529999,115.419998,109.629997,115.239998,108.375923,101217500
13-08-2015,116.040001,116.400002,114.540001,115.150002,108.291283,48535800
14-08-2015,114.32,116.309998,114.010002,115.959999,109.053047,42929500
17-08-2015,116.040001,117.650002,115.5,117.160004,110.181572,40884700
18-08-2015,116.43,117.440002,116.010002,116.5,109.560883,34560700
19-08-2015,116.099998,116.519997,114.68,115.010002,108.159637,47445700
20-08-2015,114.080002,114.349998,111.629997,112.650002,105.940208,68501600
21-08-2015,110.43,111.900002,105.650002,105.760002,99.460594,128275500
24-08-2015,94.870003,108.800003,92,103.120003,96.977837,162206300
25-08-2015,111.110001,111.110001,103.5,103.739998,97.560921,103601600
26-08-2015,107.089996,109.889999,105.050003,109.690002,103.156509,96774600
27-08-2015,112.230003,113.239998,110.019997,112.919998,106.194115,84616100
28-08-2015,112.169998,113.309998,111.540001,113.290001,106.542068,53164400
31-08-2015,112.029999,114.529999,112,112.760002,106.043655,56229300
01-09-2015,110.150002,111.879997,107.360001,107.720001,101.303864,76845900
02-09-2015,110.230003,112.339996,109.129997,112.339996,105.648659,61888800
03-09-2015,112.489998,112.779999,110.040001,110.370003,103.795998,53233900
04-09-2015,108.970001,110.449997,108.510002,109.269997,102.761513,49996300
08-09-2015,111.75,112.559998,110.32,112.309998,105.620468,54843600
09-09-2015,113.760002,114.019997,109.769997,110.150002,103.589111,85010800
10-09-2015,110.269997,113.279999,109.900002,112.57,105.864967,62892800
11-09-2015,111.790001,114.209999,111.760002,114.209999,107.407288,49915500
14-09-2015,116.580002,116.889999,114.860001,115.309998,108.441757,58363400
15-09-2015,115.93,116.529999,114.419998,116.279999,109.353989,43341200
16-09-2015,116.25,116.540001,115.440002,116.410004,109.476234,37173500
17-09-2015,115.660004,116.489998,113.720001,113.919998,107.13456,64112600
18-09-2015,112.209999,114.300003,111.870003,113.449997,106.692566,74285300
21-09-2015,113.669998,115.370003,113.660004,115.209999,108.347717,50222000
22-09-2015,113.379997,114.18,112.519997,113.400002,106.645523,50346200
23-09-2015,113.629997,114.720001,113.300003,114.32,107.510735,35756700
24-09-2015,113.25,115.5,112.370003,115,108.150215,50219500
25-09-2015,116.440002,116.690002,114.019997,114.709999,107.877502,56151900
28-09-2015,113.849998,114.57,112.440002,112.440002,105.742714,52109000
29-09-2015,112.830002,113.510002,107.860001,109.059998,102.564018,73365400
30-09-2015,110.169998,111.540001,108.730003,110.300003,103.730179,66473000
01-10-2015,109.07,109.620003,107.309998,109.580002,103.053055,63929100
02-10-2015,108.010002,111.010002,107.550003,110.379997,103.80542,58019800
05-10-2015,109.879997,111.370003,109.07,110.779999,104.18158,52064700
06-10-2015,110.629997,111.739998,109.769997,111.309998,104.68,48196800
07-10-2015,111.739998,111.769997,109.410004,110.779999,104.18158,46765600
08-10-2015,110.190002,110.190002,108.209999,109.5,102.977829,61979600
09-10-2015,110,112.279999,109.489998,112.120003,105.441765,52766100
12-10-2015,112.730003,112.75,111.440002,111.599998,104.952744,30467200
13-10-2015,110.82,112.449997,110.68,111.790001,105.131416,33049300
14-10-2015,111.290001,111.519997,109.559998,110.209999,103.645531,44462400
15-10-2015,110.93,112.099998,110.489998,111.860001,105.19725,37673500
16-10-2015,111.779999,112,110.529999,111.040001,104.426094,39232600
19-10-2015,110.800003,111.75,110.110001,111.730003,105.075005,29759200
20-10-2015,111.339996,114.169998,110.82,113.769997,106.993484,48778800
21-10-2015,114,115.580002,113.699997,113.760002,106.984085,41795200
22-10-2015,114.330002,115.5,114.099998,115.5,108.620453,41654100
23-10-2015,116.699997,119.230003,116.330002,119.080002,111.987206,59366900
26-10-2015,118.080002,118.129997,114.919998,115.279999,108.413551,66333800
27-10-2015,115.400002,116.540001,113.989998,114.550003,107.727036,69884400
28-10-2015,116.93,119.300003,116.059998,119.269997,112.165871,85551400
29-10-2015,118.699997,120.690002,118.269997,120.529999,113.350861,51227300
30-10-2015,120.989998,121.220001,119.449997,119.5,112.382195,49365300
02-11-2015,120.800003,121.360001,119.610001,121.18,113.96212,32203300
03-11-2015,120.790001,123.489998,120.699997,122.57,115.269333,45519000
04-11-2015,123.129997,123.82,121.620003,122,114.733292,44886100
05-11-2015,121.849998,122.690002,120.18,120.919998,114.204384,39552700
06-11-2015,121.110001,121.809998,120.620003,121.059998,114.336601,33042300
09-11-2015,120.959999,121.809998,120.050003,120.57,113.873817,33871400
10-11-2015,116.900002,118.07,116.059998,116.769997,110.284859,59127900
11-11-2015,116.370003,117.419998,115.209999,116.110001,109.661514,45218000
12-11-2015,116.260002,116.82,115.650002,115.720001,109.29319,32525600
13-11-2015,115.199997,115.57,112.269997,112.339996,106.100891,45812400
16-11-2015,111.379997,114.239998,111,114.18,107.838699,38106700
17-11-2015,114.919998,115.050003,113.32,113.690002,107.375931,27616900
18-11-2015,115.760002,117.489998,115.5,117.290001,110.775986,46674700
19-11-2015,117.639999,119.75,116.760002,118.779999,112.183243,43295800
20-11-2015,119.199997,119.919998,118.849998,119.300003,112.674355,34287100
23-11-2015,119.269997,119.730003,117.339996,117.75,111.210442,32482500
24-11-2015,117.330002,119.349998,117.120003,118.879997,112.277687,42803200
25-11-2015,119.209999,119.230003,117.919998,118.029999,111.474892,21388300
27-11-2015,118.290001,118.410004,117.599998,117.809998,111.267105,13046400
30-11-2015,117.989998,119.410004,117.75,118.300003,111.729889,39180300
01-12-2015,118.75,118.809998,116.860001,117.339996,110.823204,34852400
02-12-2015,117.339996,118.110001,116.080002,116.279999,109.822075,33386600
03-12-2015,116.550003,116.790001,114.220001,115.199997,108.802063,41569500
04-12-2015,115.290001,119.25,115.110001,119.029999,112.419334,57777000
07-12-2015,118.980003,119.860001,117.809998,118.279999,111.710999,32084200
08-12-2015,117.519997,118.599998,116.860001,118.230003,111.663773,34309500
09-12-2015,117.639999,117.690002,115.080002,115.620003,109.198723,46361400
10-12-2015,116.040001,116.940002,115.510002,116.169998,109.718185,29104200
11-12-2015,115.190002,115.389999,112.849998,113.18,106.894241,46886200
14-12-2015,112.18,112.68,109.790001,112.480003,106.233116,64318700
15-12-2015,111.940002,112.800003,110.349998,110.489998,104.353638,53323100
16-12-2015,111.07,111.989998,108.800003,111.339996,105.156433,56238500
17-12-2015,112.019997,112.25,108.980003,108.980003,102.927505,44772800
18-12-2015,108.910004,109.519997,105.809998,106.029999,100.141335,96453300
21-12-2015,107.279999,107.370003,105.57,107.330002,101.369141,47590600
22-12-2015,107.400002,107.720001,106.449997,107.230003,101.274696,32789400
23-12-2015,107.269997,108.849998,107.199997,108.610001,102.578056,32657400
24-12-2015,109,109,107.949997,108.029999,102.030258,13570400
28-12-2015,107.589996,107.690002,106.18,106.82,100.887466,26704200
29-12-2015,106.959999,109.43,106.860001,108.739998,102.700844,30931200
30-12-2015,108.580002,108.699997,107.18,107.32,101.359718,25213800
31-12-2015,107.010002,107.029999,104.82,105.260002,99.414101,40635300
04-01-2016,102.610001,105.370003,102,105.349998,99.499107,67649400
05-01-2016,105.75,105.849998,102.410004,102.709999,97.00573,55791000
06-01-2016,100.559998,102.370003,99.870003,100.699997,95.107361,68457400
07-01-2016,98.68,100.129997,96.43,96.449997,91.093399,81094400
08-01-2016,98.550003,99.110001,96.760002,96.959999,91.575073,70798000
11-01-2016,98.970001,99.059998,97.339996,98.529999,93.057869,49739400
12-01-2016,100.550003,100.690002,98.839996,99.959999,94.408447,49154200
13-01-2016,100.32,101.190002,97.300003,97.389999,91.981194,62439600
14-01-2016,97.959999,100.480003,95.739998,99.519997,93.992889,63170100
15-01-2016,96.199997,97.709999,95.360001,97.129997,91.735634,79010000
19-01-2016,98.410004,98.650002,95.5,96.660004,91.291718,53087700
20-01-2016,95.099998,98.190002,93.419998,96.790001,91.41452,72334400
21-01-2016,97.059998,97.879997,94.940002,96.300003,90.951736,52161500
22-01-2016,98.629997,101.459999,98.370003,101.419998,95.787369,65800500
25-01-2016,101.519997,101.529999,99.209999,99.440002,93.917336,51794500
26-01-2016,99.93,100.879997,98.07,99.989998,94.43679,75077000
27-01-2016,96.040001,96.629997,93.339996,93.419998,88.231659,133369700
28-01-2016,93.790001,94.519997,92.389999,94.089996,88.864449,55678800
29-01-2016,94.790001,97.339996,94.349998,97.339996,91.93396,64416500
01-02-2016,96.470001,96.709999,95.400002,96.43,91.074501,40943500
02-02-2016,95.419998,96.040001,94.279999,94.480003,89.232796,37357200
03-02-2016,95,96.839996,94.080002,96.349998,90.998932,45964300
04-02-2016,95.860001,97.330002,95.190002,96.599998,91.73011,46471700
05-02-2016,96.519997,96.919998,93.690002,94.019997,89.28019,46418100
08-02-2016,93.129997,95.699997,93.040001,95.010002,90.220276,54021400
09-02-2016,94.290001,95.940002,93.93,94.989998,90.201294,44331200
10-02-2016,95.919998,96.349998,94.099998,94.269997,89.517586,42343600
11-02-2016,93.790001,94.720001,92.589996,93.699997,88.976318,50074700
12-02-2016,94.190002,94.5,93.010002,93.989998,89.251686,40351400
16-02-2016,95.019997,96.849998,94.610001,96.639999,91.768089,49057900
17-02-2016,96.669998,98.209999,96.150002,98.120003,93.173508,44863200
18-02-2016,98.839996,98.889999,96.089996,96.260002,91.407272,39021000
19-02-2016,96,96.760002,95.800003,96.040001,91.198341,35374200
22-02-2016,96.309998,96.900002,95.919998,96.879997,91.995995,34280800
23-02-2016,96.400002,96.5,94.550003,94.690002,89.91642,31942600
24-02-2016,93.980003,96.379997,93.32,96.099998,91.255333,36255700
25-02-2016,96.050003,96.760002,95.25,96.760002,91.882057,27582700
26-02-2016,97.199997,98.019997,96.580002,96.910004,92.02449,28991100
29-02-2016,96.860001,98.230003,96.650002,96.690002,91.815598,35216300
01-03-2016,97.650002,100.769997,97.419998,100.529999,95.461998,50407100
02-03-2016,100.510002,100.889999,99.639999,100.75,95.670914,33169600
03-03-2016,100.580002,101.709999,100.449997,101.5,96.383095,36955700
04-03-2016,102.370003,103.75,101.370003,103.010002,97.816986,46055100
07-03-2016,102.389999,102.830002,100.959999,101.870003,96.734444,35828900
08-03-2016,100.779999,101.760002,100.400002,101.029999,95.936798,31561900
09-03-2016,101.309998,101.580002,100.269997,101.120003,96.022263,27201700
10-03-2016,101.410004,102.239998,100.150002,101.169998,96.069733,33513600
11-03-2016,102.239998,102.279999,101.5,102.260002,97.104797,27408200
14-03-2016,101.910004,102.910004,101.779999,102.519997,97.351677,25076100
15-03-2016,103.959999,105.18,103.849998,104.580002,99.307831,40067700
16-03-2016,104.610001,106.309998,104.589996,105.970001,100.627762,38303500
17-03-2016,105.519997,106.470001,104.959999,105.800003,100.466324,34420700
18-03-2016,106.339996,106.5,105.190002,105.919998,100.580276,44205200
21-03-2016,105.93,107.650002,105.139999,105.910004,100.570778,35502700
22-03-2016,105.25,107.290001,105.209999,106.720001,101.339943,32444400
23-03-2016,106.480003,107.07,105.900002,106.129997,100.779694,25703500
